gene_id	BDF1_FPKM_rep1	BDF1_FPKM_rep2	ICR_FPKM_rep1	ICR_FPKM_rep2	ddY_FPKM_rep1	ddY_FPKM_rep2
Mapk3	72.37	88.43	89.49	108.07	66.2	88.55
Mapk4	0.12	0.14	0.39	0.45	0.39	0.29
Mapk6	78.21	72.6	72.06	65.98	63.87	60.97
Mapk7	2.55	2.27	2.97	3.27	1.8	2.14
Mapk8	47.29	46.54	47.42	48.14	45.52	50.96
Mapk8ip1	0.12	0.05	0.11	0.12	0.11	0.07
Mapk8ip2	0.0	0.0	0.0	0.0	0.0	0.0
Mapk8ip3	11.23	10.6	10.06	10.11	10.29	10.77
Mapk9	19.15	18.91	21.79	21.1	20.55	19.98
Mapkap1	52.62	50.62	50.62	54.94	48.29	48.16
Mapkapk2	4.78	5.56	8.03	9.51	6.48	7.38
Mapkapk3	0.52	0.41	0.03	0.01	0.05	0.04
Mapkapk5	18.76	16.77	18.14	15.68	18.02	16.86
Mapkbp1	23.19	20.12	19.29	18.2	20.32	19.05
Mapre1	39.16	40.36	35.53	37.68	38.72	39.38
Mapre2	45.56	46.33	53.55	50.86	53.93	54.67
Mapre3	3.34	3.73	4.45	4.43	5.1	3.16
Mapt	0.1	0.19	0.11	0.14	0.16	0.09
Marc1	0.01	0.0	0.0	0.0	0.0	0.0
Marc2	24.01	24.1	22.5	22.16	23.63	23.37
March1	0.0	0.0	0.0	0.0	0.0	0.0
March10	0.9	0.86	1.14	1.15	1.56	1.33
March11	0.37	0.49	0.11	0.07	0.72	0.15
March2	8.68	9.48	10.09	10.58	8.57	9.94
March3	1.71	1.49	1.42	2.04	1.32	1.52
March4	1.37	0.96	1.53	1.32	0.73	0.47
March5	183.37	212.46	192.53	228.82	205.14	214.86
March6	118.44	114.68	139.0	123.18	131.17	123.36
March7	80.23	92.64	159.82	160.31	104.62	91.88
March8	3.82	3.35	4.08	3.3	5.29	5.27
March9	3.19	3.33	2.59	3.69	3.27	2.84
Marcks	0.73	0.5	0.6	0.67	0.68	0.57
Marcksl1	0.58	0.54	0.3	0.1	0.32	0.46
Marcksl1-ps4	0.17	0.07	0.06	0.07	0.0	0.05
Marco	0.98	1.12	1.02	0.74	1.15	1.45
Marf1	55.54	50.1	55.57	54.8	50.89	55.35
Mark1	0.47	0.73	0.53	0.46	0.7	0.67
Mark2	159.01	152.65	181.87	169.9	195.6	195.76
Mark3	5.13	5.45	4.68	4.97	4.41	4.62
Mark4	51.39	47.42	40.26	41.06	41.16	38.92
Mars	5.48	5.8	7.28	7.0	6.58	5.45
Mars2	1.27	1.31	0.65	1.1	0.71	0.81
Marveld1	0.0	0.0	0.0	0.0	0.0	0.0
Marveld2	3.94	3.76	3.42	4.09	2.92	3.09
Marveld3	0.43	0.46	0.47	0.46	0.72	0.65
Mas1	0.23	0.34	0.25	0.41	0.37	0.33
Masp1	1.95	2.31	2.35	1.86	2.37	2.7
Masp2	0.0	0.0	0.01	0.0	0.01	0.0
Mast1	0.01	0.04	0.0	0.0	0.0	0.04
Mast2	54.55	52.96	48.68	48.65	53.34	50.55
Mast3	3.57	3.14	3.7	3.51	3.34	3.34
Mast4	29.02	27.27	33.34	29.84	34.84	31.93
Mastl	72.93	71.78	72.69	73.2	75.15	79.11
Mat1a	8.95	9.29	12.26	13.95	13.27	13.08
Mat2a	17.26	19.08	17.57	20.66	17.13	17.95
Mat2b	359.29	387.29	398.23	414.93	403.81	425.61
Matk	0.09	0.09	0.06	0.12	0.15	0.12
Matn1	0.49	0.45	1.48	2.99	1.82	2.78
Matn2	0.0	0.03	0.01	0.0	0.01	0.01
Matn3	0.0	0.0	0.0	0.0	0.0	0.0
Matn4	0.0	0.0	0.0	0.0	0.0	0.0
Matr3	88.36	83.39	54.82	71.64	66.39	54.55
Mau2	15.83	15.44	14.32	14.56	13.68	14.08
Mavs	10.03	10.34	11.52	11.46	10.33	9.12
Max	89.62	91.09	81.76	81.82	81.48	79.7
Maz	0.66	0.44	0.37	0.48	0.29	0.29
Mb	2.5	3.17	3.91	5.07	2.95	4.52
Mb21d1	33.55	34.82	36.34	36.13	32.72	28.45
Mb21d2	27.17	27.02	12.7	8.58	12.3	14.87
Mbd1	3.64	3.79	4.53	6.05	6.08	5.76
Mbd2	3.48	4.8	4.16	4.92	3.77	4.93
Mbd3	54.01	60.13	54.95	56.75	55.67	54.14
Mbd3l1	0.03	0.1	0.16	0.1	0.03	0.22
Mbd3l2	87.87	81.75	106.41	97.09	101.56	106.62
Mbd4	4.21	4.41	3.97	4.19	3.42	3.88
Mbd5	14.56	13.61	13.31	12.81	13.73	13.66
Mbd6	12.94	11.56	11.89	12.77	11.5	11.72
Mbip	18.81	21.04	22.26	26.09	24.28	27.57
Mbl1	0.0	0.0	0.0	0.0	0.0	0.0
Mbl2	45.05	55.76	49.88	62.62	50.63	61.09
Mblac1	0.6	0.74	0.27	0.69	0.79	0.67
Mblac2	0.52	0.45	0.21	0.24	0.22	0.19
Mbnl1	0.38	0.23	0.27	0.32	0.18	0.18
Mbnl2	0.0	0.0	0.0	0.0	0.0	0.0
Mbnl3	0.09	0.09	0.22	0.26	0.14	0.2
Mboat1	0.11	0.09	0.15	0.13	0.05	0.05
Mboat2	17.98	18.44	29.82	27.89	26.98	26.0
Mboat4	0.0	0.0	0.01	0.01	0.11	0.05
Mboat7	1.98	1.99	2.62	2.32	2.59	2.25
Mbp	1.26	1.65	1.55	1.66	2.56	2.33
Mbtd1	138.01	118.2	120.49	113.1	119.63	118.04
Mbtps1	18.18	18.59	18.83	17.02	16.71	16.13
Mbtps2	10.28	10.01	9.93	10.11	10.39	9.56
Mc1r	0.01	0.0	0.01	0.01	0.0	0.01
Mc2r	0.0	0.0	0.0	0.0	0.0	0.0
Mc3r	0.0	0.01	0.0	0.0	0.0	0.0
Mc4r	0.0	0.01	0.0	0.0	0.0	0.0
Mc5r	0.08	0.03	0.18	0.1	0.06	0.14
Mcam	0.06	0.0	0.02	0.02	0.05	0.02
Mcat	12.13	12.6	9.14	10.93	11.77	9.77
Mcc	49.24	48.27	44.02	44.58	41.17	43.17
Mccc1	4.05	4.56	3.77	4.0	3.75	4.58
Mccc1os	0.03	0.04	0.02	0.05	0.01	0.04
Mccc2	0.7	0.95	1.02	1.33	1.01	1.06
Mcee	18.82	23.09	23.79	27.45	12.43	13.17
Mcemp1	0.21	0.1	0.19	0.17	0.49	0.39
Mcf2	0.42	0.55	0.49	0.76	0.52	0.47
Mcf2l	2.09	1.72	2.03	1.69	2.69	2.0
Mcfd2	8.69	10.45	9.7	11.28	9.34	8.62
Mchr1	0.04	0.0	0.05	0.0	0.0	0.01
Mcidas	0.02	0.04	0.0	0.03	0.01	0.02
Mcl1	2.8	2.97	2.12	2.39	1.91	2.18
Mcm10	93.99	93.15	92.2	97.58	97.92	93.24
Mcm2	69.07	64.28	72.28	65.09	70.14	70.23
Mcm3	32.23	34.23	34.97	36.4	32.12	32.49
Mcm3ap	63.45	62.44	75.99	63.54	65.16	59.84
Mcm4	73.36	68.46	80.73	75.98	75.93	73.52
Mcm5	52.25	54.68	54.02	56.76	60.63	56.91
Mcm6	83.48	84.25	67.81	72.39	78.84	72.95
Mcm7	39.85	40.31	45.16	47.43	41.88	43.1
Mcm8	9.6	9.89	7.29	8.48	7.18	5.54
Mcm9	17.08	17.46	16.09	17.12	16.46	16.37
Mcmbp	23.65	22.28	23.05	23.81	23.72	21.64
Mcmdc2	0.0	0.0	0.0	0.0	0.0	0.0
Mcoln1	17.51	17.81	20.08	18.43	18.09	22.03
Mcoln2	0.0	0.03	0.01	0.0	0.0	0.0
Mcoln3	0.0	0.0	0.0	0.0	0.0	0.0
Mcph1	58.01	56.7	52.56	53.84	53.12	52.92
Mcpt-ps1	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt1	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt2	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt4	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt8	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt9	0.0	0.0	0.0	0.0	0.0	0.0
Mcrs1	23.0	25.27	25.88	28.01	25.18	23.89
Mctp1	3.34	3.05	1.96	2.39	1.37	0.96
Mctp2	55.18	56.08	52.07	54.13	53.29	53.93
Mcts1	1.39	1.56	1.11	1.19	1.31	1.28
Mcts2	0.41	0.79	2.41	2.02	1.11	1.27
Mcu	64.23	63.72	61.3	64.02	65.77	68.38
Mcur1	11.17	10.94	11.07	11.36	14.36	13.44
Mdc1	21.03	20.11	29.94	26.96	22.72	25.16
Mdfi	0.78	0.77	1.14	1.32	1.61	0.87
Mdfic	0.01	0.0	0.0	0.0	0.0	0.0
Mdga1	0.02	0.01	0.02	0.0	0.0	0.02
Mdga2	0.3	0.35	0.73	1.37	1.67	1.58
Mdh1	17.54	21.23	20.19	22.34	19.14	18.18
Mdh1b	0.0	0.0	0.02	0.01	0.01	0.01
Mdh2	41.95	49.14	51.38	50.69	42.47	49.46
Mdk	0.03	0.05	0.0	0.03	0.0	0.0
Mdm1	5.7	5.32	4.44	5.12	3.18	2.97
Mdm2	84.36	80.41	84.33	80.47	89.32	85.68
Mdm4	458.58	438.98	493.23	418.1	497.67	459.05
Mdn1	0.13	0.15	0.12	0.13	0.13	0.14
Mdp1	0.86	1.09	1.37	1.37	1.17	1.07
Me1	81.81	82.97	166.62	179.69	168.55	191.07
Me2	36.57	41.01	33.33	35.03	32.23	35.0
Me3	0.0	0.0	0.0	0.0	0.0	0.0
Mea1	222.12	269.52	272.8	283.35	253.13	279.95
Meaf6	22.29	26.43	25.99	23.55	22.24	22.17
Mecom	1.99	2.3	2.22	2.19	2.09	2.97
Mecp2	2.35	2.51	2.11	2.32	2.08	1.83
Mecr	27.49	30.14	30.96	31.16	34.68	35.99
Med1	29.32	30.63	31.76	33.79	29.72	31.33
Med10	99.83	116.54	111.49	101.33	90.93	98.08
Med11	26.09	25.13	28.79	28.16	27.92	26.14
Med12	9.38	8.47	10.46	9.9	10.95	9.36
Med12l	3.17	2.67	2.54	1.83	1.72	1.76
Med13	18.67	16.2	17.05	16.43	17.59	14.8
Med13l	32.27	27.24	29.4	28.72	29.4	28.71
Med14	28.68	28.76	37.36	37.72	36.71	33.01
Med15	115.25	110.87	108.2	109.86	114.77	110.7
Med16	1.48	1.76	1.63	2.19	1.58	1.92
Med17	117.32	122.76	100.71	126.6	110.28	114.8
Med18	10.39	10.84	8.81	10.54	7.05	8.9
Med19	24.44	25.07	23.63	26.67	22.1	23.73
Med20	19.77	22.09	17.94	18.82	20.65	20.01
Med21	46.26	49.85	44.64	54.86	46.68	48.57
Med22	40.45	41.46	34.76	35.28	33.06	33.36
Med23	47.53	44.57	42.75	40.0	43.56	44.02
Med24	14.51	14.59	15.79	16.43	14.74	15.43
Med25	42.7	42.39	41.29	42.76	44.7	45.23
Med26	64.34	68.11	55.05	60.63	61.09	56.92
Med27	126.2	144.41	123.76	139.05	119.48	133.15
Med28	52.18	62.97	62.91	62.47	62.59	64.03
Med29	1.64	1.92	2.96	2.0	2.16	1.77
Med30	102.55	115.82	116.77	118.4	117.16	110.4
Med31	20.27	24.26	23.97	26.41	23.22	25.84
Med4	67.76	77.58	81.62	90.02	73.46	70.16
Med6	40.8	48.37	44.69	52.8	47.95	49.54
Med7	27.66	30.85	31.54	39.06	29.49	31.8
Med8	27.84	34.1	25.71	30.1	26.54	29.47
Med9	4.41	5.3	5.27	5.34	4.49	4.92
Med9os	0.0	0.69	0.08	0.2	0.0	0.0
Medag	0.07	0.02	0.03	0.06	0.14	0.1
Mef2a	0.28	0.39	0.68	0.72	0.4	0.58
Mef2b	16.87	22.75	10.46	9.39	14.06	13.86
Mef2c	0.0	0.0	0.02	0.0	0.0	0.01
Mef2d	12.98	10.85	12.62	13.48	13.04	12.6
Mefv	0.0	0.0	0.0	0.0	0.0	0.0
Meg3	0.46	0.3	0.09	0.19	0.13	0.21
Megf10	0.0	0.01	0.0	0.01	0.0	0.01
Megf11	0.36	0.36	0.3	0.56	0.46	0.28
Megf6	1.65	1.7	1.37	1.39	1.36	1.31
Megf8	2.3	1.64	1.86	1.58	2.0	1.69
Megf9	6.58	6.44	6.08	7.5	8.26	12.64
Mei1	0.03	0.05	0.05	0.04	0.01	0.07
Mei4	0.97	0.88	0.4	0.45	0.58	1.08
Meig1	0.07	0.06	0.0	0.08	0.21	0.14
Meikin	5.54	6.2	6.28	6.6	6.74	5.38
Meiob	0.45	0.48	1.25	1.43	1.55	2.29
Meis1	0.22	0.18	0.25	0.21	0.17	0.14
Meis2	68.22	73.18	57.29	67.72	57.88	64.81
Meis3	0.0	0.0	0.0	0.03	0.0	0.0
Melk	48.42	51.69	50.58	53.74	48.45	50.55
Memo1	19.3	24.12	18.85	20.92	20.56	21.68
Men1	21.72	23.91	32.03	31.55	31.55	27.11
Meox1	0.09	0.15	0.19	0.17	0.19	0.39
Meox2	0.0	0.01	0.01	0.0	0.0	0.06
Mep1a	0.0	0.02	0.01	0.0	0.0	0.0
Mep1b	2.36	2.91	2.22	2.16	3.52	3.26
Mepce	44.12	44.97	45.67	45.68	42.13	43.74
Mepe	0.0	0.0	0.0	0.0	0.0	0.0
Mertk	3.81	3.81	2.41	3.42	1.47	1.52
Mesdc1	2.73	2.47	1.96	2.8	1.39	1.28
Mesdc2	1.44	1.78	1.76	2.17	1.59	1.67
Mesp1	0.0	0.0	0.0	0.0	0.0	0.0
Mesp2	42.49	39.39	37.92	39.96	38.91	35.26
Mest	46.06	49.4	45.6	48.96	45.45	45.39
Met	0.0	0.0	0.0	0.0	0.0	0.0
Metap1	3.8	4.52	4.78	5.47	4.08	4.21
Metap1d	4.99	6.08	4.75	5.33	5.58	4.34
Metap2	52.53	51.28	43.11	44.62	61.5	74.51
Methig1	4.11	5.32	4.42	2.76	3.86	3.36
Metrn	0.08	0.13	0.0	0.02	0.05	0.0
Metrnl	0.01	0.03	0.01	0.01	0.0	0.01
Mettl1	5.63	6.53	4.03	5.77	4.33	5.67
Mettl10	1.79	1.81	1.35	1.78	1.69	1.44
Mettl11b	0.0	0.0	0.03	0.0	0.0	0.0
Mettl13	0.19	0.18	0.04	0.07	0.06	0.05
Mettl14	25.15	27.01	21.03	23.53	22.79	24.75
Mettl15	5.6	5.0	3.61	5.17	5.45	5.16
Mettl16	11.81	13.32	11.34	13.0	12.24	11.39
Mettl17	2.82	2.9	1.68	1.89	1.29	1.19
Mettl18	5.91	6.92	9.0	10.29	4.17	4.53
Mettl2	0.25	0.35	0.24	0.37	0.3	0.42
Mettl20	0.47	0.62	0.86	0.92	0.72	0.44
Mettl21a	0.1	0.02	0.1	0.14	0.1	0.08
Mettl21b	0.0	0.0	0.0	0.0	0.0	0.0
Mettl21c	0.02	0.0	0.03	0.04	0.05	0.05
Mettl21e	0.0	0.0	0.0	0.0	0.0	0.0
Mettl22	1.4	1.17	1.12	1.09	0.93	1.15
Mettl23	3.0	3.72	0.94	1.3	1.3	0.78
Mettl24	0.03	0.02	0.0	0.03	0.02	0.0
Mettl25	3.36	4.05	3.41	3.16	2.89	3.34
Mettl3	20.34	21.44	20.06	21.4	18.49	19.06
Mettl4	22.24	20.74	19.46	21.77	18.91	19.69
Mettl5	3.87	3.91	4.78	6.5	4.03	4.9
Mettl6	30.62	32.44	33.32	32.68	29.35	29.88
Mettl7a1	3.19	3.12	3.92	3.08	5.69	4.11
Mettl7a2	46.0	48.45	39.0	28.04	39.85	43.2
Mettl7a3	14.59	18.85	14.67	8.67	15.35	17.7
Mettl7b	0.02	0.03	0.05	0.04	0.0	0.07
Mettl8	6.56	6.9	10.37	12.12	10.26	10.3
Mettl9	64.46	59.99	70.77	63.87	71.43	66.33
Mex3a	2.39	2.55	1.54	2.11	1.43	1.19
Mex3b	1.59	1.23	0.96	0.84	0.7	0.89
Mex3c	28.69	28.17	32.04	30.71	31.28	30.27
Mex3d	4.03	3.53	4.05	3.68	4.64	4.06
Mfap1a	24.92	27.26	23.18	23.87	20.18	25.51
Mfap1b	183.56	191.08	131.31	140.45	181.27	252.91
Mfap2	63.24	67.63	56.41	54.03	54.64	61.22
Mfap3	17.35	16.86	16.87	16.07	14.45	15.82
Mfap3l	2.56	2.12	3.64	3.12	2.61	2.87
Mfap4	0.16	0.16	0.22	0.27	0.66	0.24
Mfap5	0.0	0.0	0.06	0.03	0.05	0.04
Mff	108.0	115.7	106.96	90.36	104.0	98.34
Mfge8	0.09	0.03	0.44	0.23	0.11	0.2
Mfhas1	1.28	1.49	1.31	1.41	1.1	1.35
Mfi2	0.0	0.0	0.0	0.0	0.0	0.01
Mfn1	53.34	49.68	49.84	46.81	51.55	51.1
Mfn2	15.6	15.51	15.17	16.24	14.27	16.26
Mfng	3.57	4.28	5.36	4.31	5.16	4.49
Mfrp	4.89	4.97	5.32	5.59	6.05	5.79
Mfsd1	8.58	10.14	12.26	11.18	8.31	9.43
Mfsd10	6.15	5.83	5.43	5.82	5.94	5.64
Mfsd11	0.79	0.75	0.76	0.67	1.02	0.61
Mfsd12	0.06	0.06	0.1	0.06	0.0	0.01
Mfsd2a	54.05	55.29	44.67	53.1	59.46	61.49
Mfsd2b	0.01	0.03	0.01	0.04	0.02	0.01
Mfsd3	0.06	0.08	0.04	0.02	0.04	0.03
Mfsd4	1.44	1.35	1.23	1.1	0.72	0.51
Mfsd5	1.81	2.07	2.14	2.57	2.0	1.69
Mfsd6	9.55	10.49	12.67	13.01	11.01	13.69
Mfsd6l	0.17	0.24	0.07	0.04	0.09	0.01
Mfsd7a	0.01	0.0	0.04	0.0	0.03	0.02
Mfsd7b	0.07	0.11	0.09	0.11	0.08	0.06
Mfsd7c	0.0	0.02	0.0	0.01	0.0	0.02
Mfsd8	0.53	0.49	0.4	0.63	0.59	0.57
Mfsd9	15.81	13.99	8.87	9.4	8.76	10.67
Mga	9.43	9.54	10.68	10.79	9.06	8.56
Mgam	0.86	0.83	0.87	0.67	0.73	0.42
Mgarp	0.0	0.0	0.0	0.02	0.0	0.0
Mgat1	22.26	22.0	21.16	24.32	15.66	18.48
Mgat2	0.63	0.6	0.64	0.55	0.47	0.53
Mgat3	0.0	0.0	0.0	0.0	0.0	0.0
Mgat4a	6.39	6.64	9.28	10.86	5.63	5.53
Mgat4b	13.0	12.43	14.73	13.48	14.94	13.99
Mgat4c	1.42	1.71	1.55	1.23	1.2	1.29
Mgat4d	0.0	0.0	0.0	0.0	0.0	0.0
Mgat4e	0.02	0.0	0.0	0.0	0.0	0.0
Mgat5	12.35	12.81	7.29	9.31	13.21	14.06
Mgat5b	0.03	0.01	0.02	0.0	0.01	0.01
Mgea5	20.37	20.58	18.05	17.21	17.94	16.44
Mgl2	0.01	0.02	0.02	0.06	0.06	0.0
Mgll	0.0	0.02	0.0	0.0	0.0	0.01
Mgme1	7.02	6.87	4.91	6.12	5.78	8.84
Mgmt	2.6	3.97	4.22	3.15	2.98	2.85
Mgp	0.0	0.0	0.0	0.0	0.0	0.0
Mgrn1	9.11	10.14	10.96	12.0	12.17	10.25
Mgst1	0.57	0.41	0.27	0.08	0.11	0.55
Mgst2	0.0	0.0	0.0	0.0	0.0	0.0
Mgst3	105.23	123.12	82.19	95.49	88.17	93.5
Mhrt	0.0	0.0	0.0	0.0	0.0	0.0
Mia	0.0	0.0	0.0	0.0	0.0	0.0
Mia2	0.25	0.23	0.05	0.22	0.07	0.08
Mia3	19.69	20.81	19.52	20.7	20.71	20.77
Miat	0.0	0.0	0.0	0.0	0.0	0.0
Mib1	10.37	8.72	11.25	11.4	10.34	10.16
Mib2	6.62	7.15	6.95	6.95	7.57	6.46
Mical1	0.06	0.05	0.04	0.03	0.05	0.04
Mical2	0.02	0.0	0.01	0.02	0.04	0.02
Mical3	8.82	9.52	17.7	18.27	8.02	12.21
Micalcl	0.0	0.01	0.0	0.0	0.01	0.0
Micall1	0.1	0.13	0.05	0.07	0.1	0.12
Micall2	13.89	11.95	11.46	8.47	13.78	15.04
Micu1	13.67	15.32	14.29	16.1	13.3	15.25
Micu2	59.13	60.94	48.91	49.46	48.24	53.96
Micu3	0.33	0.44	0.09	0.09	0.13	0.08
Mid1	32.86	33.25	40.47	35.73	29.29	31.59
Mid1ip1	0.37	0.26	0.31	0.37	0.38	0.33
Mid2	0.0	0.0	0.0	0.0	0.0	0.0
Midn	55.28	51.14	51.98	53.73	51.95	52.74
Mief1	18.93	18.93	17.2	17.86	17.5	17.42
Mief2	0.07	0.03	0.0	0.03	0.04	0.0
Mien1	4.67	8.36	6.97	6.61	6.28	5.89
Mier1	0.49	0.46	0.39	0.54	0.33	0.47
Mier2	105.57	102.01	75.8	76.87	123.75	110.72
Mier3	26.28	25.61	15.76	22.13	21.39	22.68
Mif	24.72	34.24	31.52	33.49	31.29	40.13
Mif4gd	10.09	9.44	8.76	10.12	8.14	9.85
Miip	7.11	8.41	7.18	5.73	6.29	5.56
Mill1	5.96	6.06	5.91	6.03	6.47	6.84
Mill2	0.0	0.0	0.0	0.0	0.0	0.0
Milr1	0.0	0.0	0.0	0.0	0.0	0.05
Mina	21.34	21.94	20.75	25.25	20.08	23.06
Mink1	16.74	17.66	15.17	13.21	13.1	11.89
Minos1	6.07	8.63	7.52	9.12	5.87	7.2
Minpp1	6.74	7.0	5.36	5.6	6.44	6.09
Mios	5.65	6.0	6.37	7.02	6.34	6.7
Miox	106.53	130.26	222.35	222.75	179.72	196.4
Mip	0.07	0.02	0.16	0.13	0.44	0.25
Mipep	42.2	48.61	35.96	42.58	63.81	75.35
Mipol1	4.2	4.4	4.41	4.09	3.67	4.15
Mir100	0.0	0.0	0.0	0.0	0.0	0.0
Mir101a	0.0	0.0	0.0	0.0	0.0	0.0
Mir101b	0.0	0.0	0.0	0.0	0.0	0.0
Mir101c	0.0	0.0	0.0	0.0	0.0	0.0
Mir103-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir103-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir105	0.0	0.0	0.0	0.0	0.0	0.0
Mir106a	0.0	0.0	0.0	0.0	0.0	0.0
Mir106b	0.0	0.0	0.0	0.0	0.0	0.0
Mir107	0.0	0.0	0.0	0.0	0.0	0.0
Mir10a	0.0	0.0	0.0	0.0	0.0	0.0
Mir10b	0.0	0.0	0.0	0.0	0.0	0.0
Mir1187	0.0	0.0	0.0	0.0	0.0	0.0
Mir1188	0.0	0.0	0.0	0.0	0.0	0.0
Mir1190	0.0	0.0	0.0	0.0	0.0	0.0
Mir1191	0.0	0.0	0.0	0.0	0.0	0.0
Mir1191b	0.0	0.0	0.0	0.0	0.0	0.0
Mir1192	0.0	0.0	0.0	0.0	0.0	0.0
Mir1193	0.0	0.0	0.0	0.0	0.0	0.0
Mir1195	0.0	0.0	0.0	0.0	0.0	0.0
Mir1197	0.0	0.0	0.0	0.0	0.0	0.0
Mir1198	0.0	0.0	0.0	0.0	0.0	0.0
Mir1199	0.0	0.0	0.0	0.0	0.0	0.0
Mir122	0.0	0.0	0.0	0.0	0.0	0.0
Mir1224	0.0	0.0	0.0	0.0	0.0	0.0
Mir1231	0.0	0.0	0.0	0.0	0.0	0.0
Mir1247	0.0	0.0	0.0	0.0	0.0	0.0
Mir1249	0.0	0.0	0.0	0.0	0.0	0.0
Mir124a-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir124a-1hg	0.0	0.0	0.0	0.0	0.0	0.0
Mir124a-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir124a-3	0.0	0.0	0.0	0.0	0.0	0.0
Mir1251	0.0	0.0	0.0	0.0	0.0	0.0
Mir1258	0.0	0.0	0.0	0.0	0.0	0.0
Mir125a	0.0	0.0	0.0	0.0	0.0	0.0
Mir125b-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir125b-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir1264	0.0	0.0	0.0	0.0	0.0	0.0
Mir126a	0.0	0.0	0.0	0.0	0.0	0.0
Mir126b	0.0	0.0	0.0	0.0	0.0	0.0
Mir127	0.0	0.0	0.0	0.0	0.0	0.0
Mir128-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir128-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir129-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir129-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir1291	23.59	80.65	65.38	19.12	15.27	31.78
Mir1298	0.0	0.0	0.0	0.0	0.0	0.0
Mir129b	0.0	0.0	0.0	0.0	0.0	0.0
Mir1306	0.0	0.0	0.0	0.0	0.0	0.0
Mir130a	0.0	0.0	0.0	0.0	0.0	0.0
Mir130b	0.0	0.0	0.0	0.0	0.0	0.0
Mir130c	0.0	0.0	0.0	0.0	0.0	0.0
Mir132	0.0	0.0	0.0	0.0	0.0	0.0
Mir133a-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir133a-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir133b	0.0	0.0	0.0	0.0	0.0	0.0
Mir133c	0.0	0.0	0.0	0.0	0.0	0.0
Mir134	0.0	0.0	0.0	0.0	0.0	0.0
Mir135a-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir135a-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir135b	0.0	0.0	0.0	0.0	0.0	0.0
Mir136	0.0	0.0	0.0	0.0	0.0	0.0
Mir137	0.0	0.0	0.0	0.0	0.0	0.0
Mir138-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir138-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir139	0.0	0.0	0.0	0.0	0.0	0.0
Mir140	0.0	0.0	0.0	0.0	0.0	0.0
Mir141	0.0	0.0	0.0	0.0	0.0	0.0
Mir142	0.0	0.0	0.0	0.0	0.0	0.0
Mir142b	0.0	0.0	0.0	0.0	0.0	0.0
Mir143	0.0	0.0	0.0	0.0	0.0	0.0
Mir143hg	0.0	0.0	0.0	0.0	0.0	0.0
Mir144	0.0	0.0	0.0	0.0	0.0	0.0
Mir145a	0.0	0.0	0.0	0.0	0.0	0.0
Mir145b	0.0	0.0	0.0	0.0	0.0	0.0
Mir146	0.0	0.0	0.0	0.0	0.0	0.0
Mir146b	0.0	0.0	0.0	0.0	0.0	0.0
Mir147	0.0	0.0	0.0	0.0	0.0	0.0
Mir148a	0.0	0.0	0.0	0.0	0.0	0.0
Mir148b	0.0	0.0	0.0	0.0	0.0	0.0
Mir149	0.0	0.0	0.0	0.0	0.0	0.0
Mir150	0.0	0.0	0.0	0.0	0.0	0.0
Mir151	0.0	0.0	0.0	0.0	0.0	0.0
Mir152	0.0	0.0	0.0	0.0	0.0	0.0
Mir153	0.0	0.0	0.0	0.0	0.0	0.0
Mir154	0.0	0.0	0.0	0.0	0.0	0.0
Mir155	0.0	0.0	0.0	0.0	0.0	0.0
Mir155hg	0.05	0.06	0.05	0.13	0.02	0.15
Mir15a	0.0	0.0	0.0	0.0	0.0	0.0
Mir15b	0.0	0.0	0.0	0.0	0.0	0.0
Mir16-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir16-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir1668	0.0	0.0	0.0	0.0	0.0	0.0
Mir17	0.0	0.0	0.0	0.0	0.0	0.0
Mir17hg	0.04	0.04	0.09	0.11	0.06	0.04
Mir18	0.0	0.0	0.0	0.0	0.0	0.0
Mir181a-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir181a-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir181b-1	0.0	0.0	0.0	0.0	0.0	0.0
Mir181b-2	0.0	0.0	0.0	0.0	0.0	0.0
Mir181c	0.0	0.0	0.0	0.0	0.0	0.0
Mir181d	0.0	0.0	0.0	0.0	0.0	0.0
Mir182	0.0	0.0	0.0	0.0	0.0	0.0
