gene_id	BDF1_TPM_avr	ICR_TPM_avr	ddY_TPM_avr	BDF1_FPKM_avr	ICR_FPKM_avr	ddY_FPKM_avr
Gsdma2	0.0	0.0	0.0	0.0	0.0	0.0
Gsdma3	0.0	0.0	0.0	0.0	0.0	0.0
Gsdmc	0.22	0.41000000000000003	0.3	0.08499999999999999	0.165	0.115
Gsdmc2	31.005	26.0	28.25	11.925	10.33	10.969999999999999
Gsdmc3	15.905000000000001	15.175	13.879999999999999	6.115	6.02	5.39
Gsdmc4	11.620000000000001	9.870000000000001	12.925	4.47	3.92	5.01
Gsdmcl-ps	0.83	0.41500000000000004	0.345	0.32	0.165	0.135
Gsdmcl1	0.025	0.0	0.0	0.01	0.0	0.0
Gsdmcl2	0.15	0.07500000000000001	0.065	0.055	0.03	0.025
Gsdmd	0.22	0.62	0.405	0.08499999999999999	0.25	0.16
Gse1	315.68	290.025	307.35	121.215	115.035	119.27
Gsg1	0.065	0.0	0.08499999999999999	0.025	0.0	0.03
Gsg1l	0.0	0.0	0.0	0.0	0.0	0.0
Gsg2	254.51	220.55	223.33499999999998	97.77	87.5	86.705
Gsk3a	74.63	74.47	73.07	28.66	29.545	28.36
Gsk3b	16.02	13.510000000000002	13.15	6.15	5.359999999999999	5.105
Gskip	0.72	0.635	0.435	0.275	0.25	0.16999999999999998
Gsn	0.365	1.1	0.6699999999999999	0.14	0.435	0.26
Gspt1	51.86	52.08	55.525000000000006	19.939999999999998	20.674999999999997	21.555
Gspt2	297.83500000000004	325.46500000000003	323.81	114.49000000000001	129.285	125.695
Gsr	3.61	2.575	2.6849999999999996	1.3900000000000001	1.025	1.045
Gss	5.17	4.9399999999999995	6.84	1.99	1.97	2.6550000000000002
Gsta1	0.085	0.0	0.26	0.030000000000000002	0.0	0.1
Gsta2	2.355	2.8049999999999997	2.94	0.905	1.11	1.145
Gsta3	0.0	0.1	0.0	0.0	0.04	0.0
Gsta4	218.865	378.025	373.965	84.19	149.995	145.26999999999998
Gstcd	31.58	36.285	36.0	12.14	14.415	13.965
Gstk1	7.97	2.345	11.235	3.085	0.945	4.359999999999999
Gstm1	0.0	0.02	0.0	0.0	0.01	0.0
Gstm2	0.0	0.06	0.0	0.0	0.025	0.0
Gstm3	0.0	0.0	0.0	0.0	0.0	0.0
Gstm4	0.05	0.055	0.11	0.015	0.025	0.045
Gstm5	174.225	144.87	182.64	67.235	57.620000000000005	70.945
Gstm6	7.435	8.03	8.690000000000001	2.865	3.1900000000000004	3.375
Gstm7	0.5249999999999999	0.355	0.43	0.2	0.145	0.16499999999999998
Gsto1	2.145	2.51	2.265	0.825	0.99	0.8799999999999999
Gsto2	41.835	14.185	34.69	16.11	5.63	13.495000000000001
Gstp1	10.255	13.835	9.01	3.96	5.494999999999999	3.485
Gstp2	5.539999999999999	7.925	5.54	2.12	3.165	2.145
Gstt1	0.0	0.0	0.1	0.0	0.0	0.04
Gstt2	7.379999999999999	7.155	7.275	2.8499999999999996	2.84	2.825
Gstt3	0.015	0.09	0.19	0.005	0.034999999999999996	0.07
Gstt4	1.0550000000000002	0.535	0.815	0.405	0.21000000000000002	0.32
Gstz1	12.69	14.135000000000002	9.79	4.87	5.609999999999999	3.8049999999999997
Gsx1	0.24	0.195	0.07	0.095	0.08	0.025
Gsx2	0.0	0.13	0.0	0.0	0.05	0.0
Gt(ROSA)26Sor	0.13	0.135	0.38	0.05	0.05500000000000001	0.15
Gtdc1	81.515	65.31	73.1	31.325	25.95	28.395
Gtf2a1	231.23	154.3	168.3	88.67	61.129999999999995	65.32
Gtf2a1l	52.2	153.07	50.94	20.095	60.67	19.765
Gtf2a2	124.57	105.91999999999999	120.08500000000001	47.955	42.120000000000005	46.665
Gtf2b	570.7049999999999	569.9300000000001	617.48	219.67000000000002	226.575	239.875
Gtf2e1	9.079999999999998	13.3	13.079999999999998	3.495	5.28	5.08
Gtf2e2	72.39	70.60499999999999	65.645	27.86	28.064999999999998	25.494999999999997
Gtf2f1	254.025	285.83	280.58	97.685	113.39500000000001	108.88499999999999
Gtf2f2	185.08499999999998	197.485	217.47500000000002	71.16	78.305	84.475
Gtf2h1	93.815	95.035	105.01	36.04	37.739999999999995	40.775
Gtf2h2	61.085	58.855000000000004	57.74	23.495	23.39	22.43
Gtf2h3	29.665	23.915	25.015	11.395	9.485	9.71
Gtf2h4	2.9699999999999998	4.37	4.22	1.145	1.735	1.635
Gtf2h5	32.475	33.44	29.4	12.49	13.285	11.42
Gtf2i	0.6000000000000001	0.785	0.6799999999999999	0.22999999999999998	0.315	0.26
Gtf2ird1	34.76	37.0	33.365	13.36	14.72	12.94
Gtf2ird2	1.05	0.78	0.92	0.405	0.31	0.355
Gtf3a	40.650000000000006	65.13	34.769999999999996	15.625	25.86	13.51
Gtf3c1	107.405	97.08500000000001	102.225	41.225	38.510000000000005	39.644999999999996
Gtf3c2	109.815	108.25999999999999	108.615	42.18	42.985	42.150000000000006
Gtf3c3	25.73	19.315	19.375	9.879999999999999	7.67	7.52
Gtf3c4	1.96	1.725	1.9700000000000002	0.755	0.685	0.76
Gtf3c5	1.645	1.73	1.7149999999999999	0.635	0.685	0.67
Gtf3c6	26.009999999999998	25.445	23.82	10.01	10.1	9.24
Gtpbp1	83.83500000000001	81.35	81.81	32.19	32.28	31.755000000000003
Gtpbp10	40.644999999999996	30.005000000000003	38.715	15.605	11.93	15.024999999999999
Gtpbp2	8.025	7.335000000000001	7.699999999999999	3.08	2.915	2.99
Gtpbp3	5.6	5.865	4.37	2.155	2.33	1.7000000000000002
Gtpbp4	115.115	102.83500000000001	106.475	44.235	40.885	41.355000000000004
Gtpbp6	6.49	6.220000000000001	6.984999999999999	2.5	2.475	2.71
Gtpbp8	4.635	4.69	4.765000000000001	1.775	1.87	1.85
Gtse1	102.6	102.445	103.215	39.445	40.66	40.06
Gtsf1	428.895	433.735	476.65	165.33499999999998	172.385	185.14499999999998
Gtsf1l	0.775	0.41000000000000003	1.065	0.3	0.16499999999999998	0.41000000000000003
Guca1a	0.0	0.0	0.165	0.0	0.0	0.065
Guca1b	0.0	0.065	0.02	0.0	0.025	0.005
Guca2a	0.0	0.0	0.0	0.0	0.0	0.0
Guca2b	0.0	0.0	0.0	0.0	0.0	0.0
Gucd1	0.655	0.37	0.34	0.25	0.14500000000000002	0.13
Gucy1a2	0.245	0.015	0.04	0.095	0.01	0.015
Gucy1a3	0.495	0.29500000000000004	0.445	0.19	0.11499999999999999	0.175
Gucy1b2	0.0	0.01	0.0	0.0	0.005	0.0
Gucy1b3	0.375	0.525	0.385	0.14500000000000002	0.21000000000000002	0.15000000000000002
Gucy2c	4.37	5.995	7.28	1.6800000000000002	2.385	2.83
Gucy2d	0.0	0.0	0.0	0.0	0.0	0.0
Gucy2e	42.94499999999999	50.685	43.185	16.485	20.09	16.78
Gucy2f	0.0	0.0	0.01	0.0	0.0	0.005
Gucy2g	0.0	0.0	0.01	0.0	0.0	0.005
Guf1	3.87	3.5650000000000004	3.255	1.4849999999999999	1.41	1.2650000000000001
Guk1	7.35	8.72	5.005	2.83	3.4750000000000005	1.9449999999999998
Gulo	21.85	14.695	8.69	8.385	5.82	3.37
Gulp1	1.91	0.745	0.385	0.735	0.29500000000000004	0.15
Gusb	0.1	0.11000000000000001	0.045000000000000005	0.04	0.045000000000000005	0.02
Gvin1	0.0	0.0	0.0	0.0	0.0	0.0
Gxylt1	109.94	79.82	80.49000000000001	42.22	31.645	31.205
Gxylt2	0.365	0.175	0.16499999999999998	0.13999999999999999	0.07	0.06
Gyg	915.84	750.28	944.225	352.53	298.32	366.855
Gyk	57.42	54.155	56.614999999999995	22.03	21.5	21.975
Gykl1	0.75	1.06	0.795	0.29000000000000004	0.42500000000000004	0.305
Gyltl1b	0.035	0.035	0.08	0.01	0.015	0.03
Gypa	0.0	0.0	0.015	0.0	0.0	0.005
Gypc	4.76	1.915	3.785	1.835	0.755	1.4649999999999999
Gys1	85.32499999999999	77.21	74.825	32.765	30.63	29.04
Gys2	0.6000000000000001	0.42000000000000004	0.39	0.22999999999999998	0.16999999999999998	0.15000000000000002
Gzf1	83.83500000000001	79.00999999999999	83.28	32.175	31.354999999999997	32.335
Gzma	0.0	0.0	0.0	0.0	0.0	0.0
Gzmb	0.06	0.025	0.135	0.02	0.01	0.055
Gzmc	0.325	0.165	0.305	0.13	0.065	0.115
Gzmd	0.0	0.0	0.0	0.0	0.0	0.0
Gzme	0.0	0.0	0.0	0.0	0.0	0.0
Gzmf	0.055	0.0	0.0	0.02	0.0	0.0
Gzmg	0.0	0.0	0.0	0.0	0.0	0.0
Gzmk	0.0	0.0	0.0	0.0	0.0	0.0
Gzmm	0.065	0.025	0.0	0.025	0.01	0.0
Gzmn	0.0	0.0	0.0	0.0	0.0	0.0
H13	390.04999999999995	425.45500000000004	403.40999999999997	150.02499999999998	169.1	156.62
H19	0.05500000000000001	0.045	0.015	0.02	0.015	0.005
H1f0	108.645	106.43	102.66	41.76	42.225	39.870000000000005
H1fnt	0.0	0.02	0.05	0.0	0.01	0.02
H1foo	3845.29	4449.07	4501.775	1478.2649999999999	1765.85	1747.5549999999998
H1fx	108.855	125.075	126.18	41.905	49.665	48.945
H2-Aa	5.865	13.66	4.215	2.27	5.455	1.6349999999999998
H2-Ab1	0.0	0.065	0.025	0.0	0.025	0.01
H2-Bl	0.0	0.05	0.0	0.0	0.02	0.0
H2-D1	0.0	0.08	0.0	0.0	0.03	0.0
H2-DMa	0.275	0.485	0.305	0.105	0.195	0.11499999999999999
H2-DMb1	0.07	0.085	0.105	0.03	0.035	0.04
H2-DMb2	0.0	0.0	0.0	0.0	0.0	0.0
H2-Ea-ps	0.0	0.165	0.145	0.0	0.065	0.055
H2-Eb1	0.05	0.04	0.04	0.02	0.015	0.015
H2-Eb2	0.0	0.0	0.0	0.0	0.0	0.0
H2-K1	7.715	0.755	3.44	2.965	0.295	1.335
H2-K2	0.0	0.0	0.0	0.0	0.0	0.0
H2-Ke6	37.215	44.19499999999999	41.875	14.315000000000001	17.57	16.26
H2-L	0.0	0.035	0.0	0.0	0.015	0.0
H2-M1	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.1	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.2	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.3	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.4	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.5	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.6	0.0	0.0	0.0	0.0	0.0	0.0
H2-M11	0.0	0.0	0.0	0.0	0.0	0.0
H2-M2	0.02	0.0	0.0	0.005	0.0	0.0
H2-M3	0.0	0.0	0.025	0.0	0.0	0.01
H2-M5	0.245	1.085	0.69	0.09	0.42500000000000004	0.27
H2-M9	0.0	0.0	0.0	0.0	0.0	0.0
H2-Oa	7.779999999999999	5.57	4.255	3.0	2.21	1.655
H2-Ob	0.0	0.035	0.02	0.0	0.015	0.01
H2-Q1	0.0	0.05	0.15	0.0	0.02	0.060000000000000005
H2-Q10	0.0	0.0	0.0	0.0	0.0	0.0
H2-Q2	0.395	0.515	1.105	0.15000000000000002	0.20500000000000002	0.43
H2-Q4	0.0	0.015	0.0	0.0	0.005	0.0
H2-Q5	0.11	0.025	0.0	0.04	0.01	0.0
H2-Q6	0.05	0.065	0.14	0.02	0.025	0.055
H2-Q7	0.06	0.0	0.32999999999999996	0.02	0.0	0.13
H2-Q8	0.0	0.0	0.07	0.0	0.0	0.03
H2-Q9	0.0	0.0	0.0	0.0	0.0	0.0
H2-T10	23.79	19.755	26.6	9.16	7.815	10.335
H2-T22	0.0	0.0	0.0	0.0	0.0	0.0
H2-T23	0.045	0.14	0.035	0.015	0.05500000000000001	0.015
H2-T24	0.0	0.0	0.0	0.0	0.0	0.0
H2-T3	0.10500000000000001	0.015	0.03	0.045	0.005	0.01
H2-T9	0.305	0.095	0.0	0.12	0.035	0.0
H2afb1	0.0	0.0	0.0	0.0	0.0	0.0
H2afb2	0.0	0.0	0.0	0.0	0.0	0.0
H2afb3	0.0	0.0	0.0	0.0	0.0	0.0
H2afj	22.97	18.445	15.925	8.865	7.32	6.1850000000000005
H2afv	27.775	33.125	27.759999999999998	10.695	13.165	10.785
H2afx	127.005	111.91499999999999	120.245	48.879999999999995	44.305	46.66
H2afy	14.115	13.975000000000001	16.815	5.4399999999999995	5.545	6.529999999999999
H2afy2	2.16	3.1	2.195	0.8300000000000001	1.23	0.8500000000000001
H2afy3	0.0	0.02	0.0	0.0	0.005	0.0
H2afz	23.305	26.14	20.845	8.98	10.41	8.094999999999999
H2bfm	0.0	0.0	0.0	0.0	0.0	0.0
H3f3a	1020.03	1089.225	922.1600000000001	392.62	432.935	358.14
H3f3b	616.14	550.9100000000001	586.4649999999999	236.675	218.68	227.655
H60b	0.36	0.04	0.33	0.135	0.015	0.13
H60c	0.16999999999999998	0.08	0.155	0.06	0.035	0.06
H6pd	5.535	4.935	3.97	2.13	1.96	1.545
Haao	0.0	0.0	0.0	0.0	0.0	0.0
Habp2	0.10500000000000001	0.03	0.09	0.04	0.01	0.035
Habp4	8.43	5.68	6.01	3.2350000000000003	2.255	2.335
Hacd1	3.18	2.615	3.035	1.22	1.04	1.18
Hacd2	15.149999999999999	19.235	22.23	5.835000000000001	7.645	8.635
Hacd3	14.96	13.920000000000002	11.83	5.755	5.535	4.59
Hacd4	3.015	4.14	3.4299999999999997	1.16	1.645	1.335
Hace1	7.5600000000000005	15.0	7.949999999999999	2.91	5.945	3.085
Hacl1	0.46499999999999997	0.505	0.405	0.18	0.2	0.15500000000000003
Hadh	2.92	1.585	1.315	1.125	0.6299999999999999	0.51
Hadha	89.82	99.08	104.255	34.540000000000006	39.315	40.480000000000004
Hadhb	14.834999999999999	12.83	14.785	5.72	5.1	5.734999999999999
Hagh	11.425	17.16	7.5600000000000005	4.385	6.8149999999999995	2.93
Haghl	0.065	0.08499999999999999	0.0	0.025	0.035	0.0
Haglr	0.0	0.04	0.02	0.0	0.015	0.01
Hal	0.0	0.0	0.02	0.0	0.0	0.01
Halr1	0.9249999999999999	1.33	1.8250000000000002	0.35	0.525	0.71
Hamp	0.86	1.58	2.535	0.32999999999999996	0.63	0.9849999999999999
Hamp2	0.405	0.12	0.9	0.15500000000000003	0.05	0.35
Hand1	0.0	0.0	0.0	0.0	0.0	0.0
Hand2	0.20500000000000002	0.22999999999999998	0.11000000000000001	0.08	0.09000000000000001	0.04
Hao1	0.0	0.0	0.0	0.0	0.0	0.0
Hao2	0.04	0.0	0.0	0.015	0.0	0.0
Hap1	0.37	0.36	0.925	0.14	0.14500000000000002	0.36
Hapln1	0.0	0.0	0.0	0.0	0.0	0.0
Hapln2	0.07	0.11	0.29500000000000004	0.03	0.045	0.11499999999999999
Hapln3	0.02	0.095	0.11	0.005	0.04	0.04
Hapln4	0.03	0.035	0.035	0.01	0.015	0.015
Harbi1	5.3149999999999995	3.58	3.63	2.045	1.42	1.41
Hars	22.33	25.6	22.520000000000003	8.585	10.155	8.735
Hars2	0.075	0.095	0.065	0.025	0.034999999999999996	0.025
Has1	0.0	0.0	0.0	0.0	0.0	0.0
Has2	0.53	0.21	0.625	0.20500000000000002	0.08	0.245
Has2os	0.0	0.0	0.0	0.0	0.0	0.0
Has3	23.7	24.885	19.91	9.115	9.885	7.73
Hat1	69.78	62.61	60.135000000000005	26.814999999999998	24.88	23.365
Haus1	23.45	41.019999999999996	10.8	9.01	16.25	4.1850000000000005
Haus2	0.45499999999999996	0.245	0.71	0.175	0.095	0.275
Haus3	290.15	289.045	320.635	111.495	114.645	124.495
Haus4	259.93	198.575	69.44999999999999	100.03999999999999	78.875	26.965
Haus5	23.479999999999997	34.09	28.744999999999997	9.025	13.5	11.17
Haus6	43.44	43.769999999999996	35.89	16.689999999999998	17.380000000000003	13.93
Haus7	41.925	63.925000000000004	32.55	16.155	25.485	12.61
Haus8	34.34	21.32	6.51	13.23	8.435	2.52
Havcr1	4.65	4.3100000000000005	3.205	1.785	1.715	1.24
Havcr2	0.0	0.0	0.0	0.0	0.0	0.0
Hax1	109.19	134.735	129.22	42.06	53.43	50.17
Hba-a1	0.0	0.0	0.0	0.0	0.0	0.0
Hba-a2	0.0	0.0	0.0	0.0	0.0	0.0
Hba-x	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-b1	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-b2	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-bh1	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-bh2	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-bs	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-bt	0.0	0.0	0.0	0.0	0.0	0.0
Hbb-y	0.0	0.0	0.0	0.0	0.0	0.0
Hbegf	3.285	4.87	5.87	1.26	1.935	2.2800000000000002
Hbp1	31.715000000000003	24.825000000000003	24.979999999999997	12.205	9.870000000000001	9.695
Hbq1a	0.54	1.3199999999999998	0.285	0.20500000000000002	0.52	0.11
Hbq1b	0.0	0.0	0.0	0.0	0.0	0.0
Hbs1l	119.345	104.075	121.71000000000001	45.900000000000006	41.33	47.269999999999996
Hc	3.8449999999999998	2.6950000000000003	1.855	1.475	1.0699999999999998	0.72
Hcar1	0.01	0.0	0.0	0.005	0.0	0.0
Hcar2	0.0	0.0	0.0	0.0	0.0	0.0
Hccs	8.305	8.91	7.470000000000001	3.19	3.54	2.9
Hcfc1	47.525000000000006	50.485	51.565	18.235	20.035	20.02
Hcfc1r1	39.905	42.945	34.285	15.38	17.065	13.315
Hcfc2	5.654999999999999	5.25	4.29	2.175	2.085	1.665
Hck	0.71	0.435	0.685	0.275	0.17	0.27
Hcls1	0.025	0.0	0.045	0.01	0.0	0.015
Hcn1	0.0	0.0	0.005	0.0	0.0	0.0
Hcn2	2.66	1.7	1.4500000000000002	1.0150000000000001	0.675	0.5599999999999999
Hcn3	0.14	0.125	0.095	0.05500000000000001	0.045	0.04
Hcn4	0.015	0.02	0.025	0.005	0.01	0.01
Hcrt	0.0	0.0	0.0	0.0	0.0	0.0
Hcrtr1	0.0	0.0	0.015	0.0	0.0	0.005
Hcrtr2	0.0	0.0	0.0	0.0	0.0	0.0
Hcst	0.285	0.255	0.76	0.11000000000000001	0.1	0.295
Hdac1	10.33	13.969999999999999	11.485	3.975	5.54	4.455
Hdac10	0.71	0.91	0.97	0.275	0.365	0.375
Hdac11	0.435	0.315	0.195	0.16999999999999998	0.125	0.07500000000000001
Hdac2	119.415	136.835	121.35499999999999	45.945	54.345	47.129999999999995
Hdac3	13.34	14.434999999999999	13.31	5.115	5.74	5.165
Hdac4	14.375	15.915	14.82	5.515000000000001	6.3149999999999995	5.755
Hdac5	0.07	0.06	0.03	0.025	0.025	0.01
Hdac6	24.16	27.785	27.46	9.285	11.024999999999999	10.649999999999999
Hdac7	0.14	0.225	0.16	0.055	0.09	0.065
Hdac8	12.745	11.735	14.585	4.895	4.665	5.67
Hdac9	11.425	8.82	12.015	4.38	3.5	4.66
Hdc	0.13	0.025	0.18	0.05	0.01	0.07
Hddc2	18.83	24.245	23.225	7.244999999999999	9.64	9.004999999999999
Hddc3	0.825	2.48	1.165	0.32	0.9949999999999999	0.45
Hdgf	142.78	139.34	147.07999999999998	54.870000000000005	55.29	57.075
Hdgfl1	0.14500000000000002	0.125	0.245	0.055	0.045	0.095
Hdgfrp2	115.44	137.23000000000002	133.10500000000002	44.379999999999995	54.425	51.67
Hdgfrp3	0.75	0.395	0.29500000000000004	0.29000000000000004	0.16	0.12000000000000001
Hdhd1a	2.385	2.085	1.9249999999999998	0.9199999999999999	0.8350000000000001	0.745
Hdhd2	9.91	9.175	8.84	3.8	3.645	3.4299999999999997
Hdhd3	0.635	0.48	0.22	0.245	0.19	0.08499999999999999
Hdlbp	363.75	367.88	372.38	139.62	145.995	144.565
Hdx	0.715	0.5249999999999999	1.32	0.275	0.20500000000000002	0.51
Heatr1	66.55	70.83500000000001	65.435	25.555	28.11	25.395
Heatr3	6.369999999999999	29.945	25.925	2.45	11.885000000000002	10.06
Heatr5a	40.8	38.93	41.015	15.67	15.440000000000001	15.915
Heatr5b	52.870000000000005	149.135	123.275	20.29	59.2	47.865
Heatr6	45.575	42.7	41.94	17.494999999999997	16.939999999999998	16.275
Heatr9	0.0	0.0	0.05	0.0	0.0	0.02
Hebp1	0.0	0.0	0.0	0.0	0.0	0.0
Hebp2	0.0	0.015	0.015	0.0	0.005	0.005
Heca	27.74	7.775	30.75	10.645	3.09	11.934999999999999
Hectd1	104.09	109.185	116.255	39.935	43.239999999999995	45.120000000000005
Hectd2	54.2	34.11	35.480000000000004	20.814999999999998	13.54	13.77
Hectd3	87.36500000000001	74.655	82.375	33.545	29.62	31.975
Hecw1	2.875	3.26	2.96	1.105	1.29	1.15
Hecw2	4.359999999999999	6.565	4.61	1.675	2.605	1.795
Heg1	0.86	0.845	1.0350000000000001	0.32499999999999996	0.335	0.4
Helb	14.46	9.49	8.355	5.55	3.77	3.245
Hells	140.79500000000002	130.35500000000002	143.3	54.065	51.724999999999994	55.635000000000005
Helq	290.245	253.85999999999999	289.36	111.405	100.715	112.305
Helt	0.0	0.0	0.0	0.0	0.0	0.0
Helz	21.09	16.044999999999998	14.7	8.08	6.359999999999999	5.71
Helz2	0.01	0.04	0.02	0.005	0.015	0.005
Hemgn	0.07	0.04	0.04	0.03	0.015	0.015
Hemk1	0.11000000000000001	0.51	0.44999999999999996	0.04	0.2	0.175
Henmt1	72.08	43.695	72.56	27.705	17.35	28.195
Hepacam	0.05	0.135	0.05500000000000001	0.02	0.05	0.025
Hepacam2	0.25	0.4	0.48	0.095	0.155	0.185
Heph	0.1	0.17	0.175	0.04	0.065	0.07
Hephl1	0.77	1.305	1.305	0.29500000000000004	0.515	0.51
Herc1	24.884999999999998	26.909999999999997	27.5	9.55	10.665	10.675
Herc2	144.14499999999998	123.81	124.25999999999999	55.29	49.055	48.209999999999994
Herc3	22.4	19.54	21.93	8.615	7.755	8.515
Herc4	3.835	3.51	3.835	1.475	1.395	1.49
Herc6	0.005	0.01	0.005	0.0	0.005	0.0
Herpud1	0.32	0.19	0.165	0.125	0.075	0.065
Herpud2	329.435	300.62	326.575	126.5	119.33	126.71000000000001
Hes1	0.9450000000000001	0.425	0.815	0.365	0.17	0.31999999999999995
Hes2	0.0	0.0	0.0	0.0	0.0	0.0
Hes3	0.245	0.2	0.3	0.095	0.07500000000000001	0.11499999999999999
Hes5	0.18	0.16	0.10500000000000001	0.07	0.060000000000000005	0.04
Hes6	39.71	50.04	57.775000000000006	15.28	19.89	22.425
Hes7	0.0	0.325	0.225	0.0	0.13	0.09
Hesx1	0.025	0.0	0.175	0.01	0.0	0.07
Hexa	1.0	0.395	0.39	0.385	0.15500000000000003	0.15
Hexb	0.06	0.14500000000000002	0.06	0.025	0.06	0.025
Hexdc	39.32	17.86	36.675	15.125	7.14	14.235
Hexim1	0.045	0.04	0.08	0.02	0.02	0.03
Hexim2	60.04	56.010000000000005	57.114999999999995	23.09	22.25	22.17
Hey1	13.115	16.4	13.215	5.035	6.515000000000001	5.13
Hey2	7.52	7.025	8.215	2.885	2.79	3.19
Heyl	0.0	0.0	0.0	0.0	0.0	0.0
Hfe	0.025	0.02	0.05500000000000001	0.01	0.01	0.02
Hfe2	0.675	0.12	0.26	0.255	0.05	0.10500000000000001
Hfm1	0.735	0.21500000000000002	1.195	0.28500000000000003	0.08499999999999999	0.45999999999999996
Hgd	0.0	0.03	0.0	0.0	0.015	0.0
Hgf	1.5299999999999998	1.35	1.42	0.585	0.54	0.55
Hgfac	0.0	0.0	0.055	0.0	0.0	0.02
Hgh1	6.255	7.27	6.9399999999999995	2.4050000000000002	2.89	2.6950000000000003
Hgs	291.695	268.66499999999996	281.36	112.105	106.61000000000001	109.25
Hgsnat	4.359999999999999	0.9750000000000001	0.71	1.6749999999999998	0.39	0.275
Hhat	1.54	1.135	0.895	0.5900000000000001	0.44999999999999996	0.345
Hhatl	0.0	0.0	0.0	0.0	0.0	0.0
Hhex	138.97	151.53500000000003	149.82	53.455	60.199999999999996	58.175
Hhip	0.0	0.0	0.0	0.0	0.0	0.0
Hhipl1	0.025	0.29000000000000004	0.045000000000000005	0.01	0.115	0.02
Hhipl2	2.15	1.795	2.385	0.825	0.71	0.925
Hhla1	1.095	0.505	0.375	0.42000000000000004	0.2	0.14500000000000002
Hiat1	69.2	65.87	59.345	26.59	26.134999999999998	23.045
Hiatl1	51.45	43.56	46.495000000000005	19.765	17.285	18.045
Hibadh	37.84	42.56	40.215	14.57	16.905	15.63
Hibch	1.02	1.495	1.365	0.395	0.595	0.53
Hic1	1.92	1.5899999999999999	3.175	0.735	0.63	1.23
Hic2	33.63	28.035	30.995	12.905000000000001	11.135000000000002	12.035
Hid1	18.42	12.375	15.370000000000001	7.085	4.91	5.965
Hif1a	384.12	393.22	386.76	147.58999999999997	156.06	150.145
Hif1an	30.09	21.8	25.095	11.555	8.655000000000001	9.745000000000001
Hif3a	9.605	19.28	9.17	3.685	7.67	3.5599999999999996
Higd1a	39.215	38.99	41.655	15.1	15.475000000000001	16.165
Higd1b	0.0	0.0	0.0	0.0	0.0	0.0
Higd1c	0.0	0.0	0.0	0.0	0.0	0.0
Higd2a	54.095	60.905	49.78	20.884999999999998	24.22	19.33
Hilpda	2.9050000000000002	2.585	3.48	1.12	1.025	1.355
Hils1	0.0	0.0	0.0	0.0	0.0	0.0
Hinfp	29.955	30.105	28.205	11.525	11.95	10.95
Hint1	182.20999999999998	172.76	268.24	70.27	68.785	104.2
Hint2	5.21	5.68	4.890000000000001	2.015	2.26	1.8900000000000001
Hint3	3.46	5.735	4.225	1.335	2.28	1.64
Hip1	5.155	5.16	4.505	1.98	2.05	1.745
Hip1r	154.31	160.97500000000002	176.545	59.26	63.875	68.50999999999999
Hipk1	1.78	3.355	2.275	0.6799999999999999	1.33	0.885
Hipk2	161.86	171.54	142.3	62.09	68.075	55.269999999999996
Hipk3	6.6850000000000005	7.045	6.07	2.5650000000000004	2.805	2.36
Hipk4	0.015	0.01	0.025	0.005	0.005	0.01
Hira	18.310000000000002	18.615000000000002	18.785	7.035	7.385	7.295
Hirip3	156.19	146.78	171.215	59.945	58.125	66.47
Hist1h1a	3117.8199999999997	2341.595	3220.59	1200.935	932.6600000000001	1249.8200000000002
Hist1h1b	0.10500000000000001	0.555	2.065	0.04	0.22000000000000003	0.795
Hist1h1c	29.29	50.675	38.225	11.309999999999999	20.049999999999997	14.825
Hist1h1d	165.05	115.32	223.29500000000002	63.665	46.129999999999995	86.56
Hist1h1e	43.06	98.795	158.645	16.605	39.495	61.445
Hist1h1t	1.245	0.93	3.375	0.485	0.37	1.32
Hist1h2aa	772.81	859.62	741.995	298.305	341.365	288.26
Hist1h2ab	1.75	0.18	1.01	0.685	0.075	0.39
Hist1h2ac	247.615	184.13	209.25	95.66499999999999	73.31	81.28
Hist1h2ad	2.32	6.965	4.015	0.87	2.79	1.55
Hist1h2ae	0.8999999999999999	0.205	0.8300000000000001	0.355	0.08	0.325
Hist1h2af	4.145	11.855	8.075000000000001	1.6	4.705	3.13
Hist1h2ag	73.525	80.025	92.0	28.395	31.759999999999998	35.795
Hist1h2ah	230.975	227.69	164.245	88.94999999999999	90.395	63.834999999999994
Hist1h2ai	6.69	6.470000000000001	4.9399999999999995	2.63	2.59	1.915
Hist1h2ak	0.355	0.8600000000000001	3.545	0.135	0.34	1.3650000000000002
Hist1h2an	0.525	3.855	0.88	0.20500000000000002	1.54	0.345
Hist1h2ao	3.8150000000000004	4.484999999999999	5.925	1.495	1.79	2.3049999999999997
Hist1h2ap	4.4350000000000005	11.54	3.7699999999999996	1.715	4.58	1.46
